MERCADO,CATEGORIA,MARCA,VARIABLES,RY 2023,RY 2024
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,MARINELA-MARISELA,Part. de Vtas Valor - CATEGORIA,27.2%,26.9%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,MERENDINA,Part. de Vtas Valor - CATEGORIA,14.1%,12.9%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,O.MARCAS,Part. de Vtas Valor - CATEGORIA,17.0%,18.8%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,ZARCERENA,Part. de Vtas Valor - CATEGORIA,14.9%,14.2%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,PASTELITOS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,BIMBO,Part. de Vtas (MULTI) - CATEGORIA,11.2%,10.7%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,MARINELA-MARISELA,Part. de Vtas (MULTI) - CATEGORIA,21.8%,20.9%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,MERENDINA,Part. de Vtas (MULTI) - CATEGORIA,14.1%,12.9%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,18.1%,19.8%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,ZARCERENA,Part. de Vtas (MULTI) - CATEGORIA,16.7%,16.0%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,PASTELITOS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,BIMBO,Part. de Vtas Unds - CATEGORIA,15.9%,15.7%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,MARINELA-MARISELA,Part. de Vtas Unds - CATEGORIA,38.2%,38.4%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,MERENDINA,Part. de Vtas Unds - CATEGORIA,13.2%,11.5%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,O.MARCAS,Part. de Vtas Unds - CATEGORIA,12.5%,14.0%
T. COSTA RICA AUTOSERVICIOS,PASTELITOS,ZARCERENA,Part. de Vtas Unds - CATEGORIA,9.0%,8.8%
T. COSTA RICA TRADICIONALES,PASTELITOS,PASTELITOS,Vtas Valor,"$5,803,130","$6,240,242"
T. COSTA RICA TRADICIONALES,PASTELITOS,BIMBO,Vtas Valor,"$880,307","$961,809"
T. COSTA RICA TRADICIONALES,PASTELITOS,MARINELA-MARISELA,Vtas Valor,"$2,202,938","$2,589,258"
T. COSTA RICA TRADICIONALES,PASTELITOS,MERENDINA,Vtas Valor,"$648,613","$562,647"
T. COSTA RICA TRADICIONALES,PASTELITOS,O.MARCAS,Vtas Valor,"$957,578","$1,012,689"
T. COSTA RICA TRADICIONALES,PASTELITOS,POZUELO,Vtas Valor,"$348,352","$336,589"
T. COSTA RICA TRADICIONALES,PASTELITOS,PASTELITOS,Vtas (MULTI),"539,465","512,987"
T. COSTA RICA TRADICIONALES,PASTELITOS,BIMBO,Vtas (MULTI),"73,208","69,921"
T. COSTA RICA TRADICIONALES,PASTELITOS,MARINELA-MARISELA,Vtas (MULTI),"198,680","198,673"
T. COSTA RICA TRADICIONALES,PASTELITOS,MERENDINA,Vtas (MULTI),"46,806","36,461"
T. COSTA RICA TRADICIONALES,PASTELITOS,O.MARCAS,Vtas (MULTI),"100,948","101,111"
T. COSTA RICA TRADICIONALES,PASTELITOS,POZUELO,Vtas (MULTI),"37,958","31,467"
T. COSTA RICA TRADICIONALES,PASTELITOS,PASTELITOS,Vtas Unds,"5,070,911","4,812,848"
T. COSTA RICA TRADICIONALES,PASTELITOS,BIMBO,Vtas Unds,"825,571","820,789"
T. COSTA RICA TRADICIONALES,PASTELITOS,MARINELA-MARISELA,Vtas Unds,"2,027,085","2,113,708"
T. COSTA RICA TRADICIONALES,PASTELITOS,MERENDINA,Vtas Unds,"1,098,485","884,197"
T. COSTA RICA TRADICIONALES,PASTELITOS,O.MARCAS,Vtas Unds,"705,099","608,916"
T. COSTA RICA TRADICIONALES,PASTELITOS,POZUELO,Vtas Unds,"119,015","99,983"
T. COSTA RICA TRADICIONALES,PASTELITOS,PASTELITOS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. COSTA RICA TRADICIONALES,PASTELITOS,BIMBO,Part. de Vtas Valor - CATEGORIA,15.2%,15.4%
T. COSTA RICA TRADICIONALES,PASTELITOS,MARINELA-MARISELA,Part. de Vtas Valor - CATEGORIA,38.0%,41.5%
T. COSTA RICA TRADICIONALES,PASTELITOS,MERENDINA,Part. de Vtas Valor - CATEGORIA,11.2%,9.0%
T. COSTA RICA TRADICIONALES,PASTELITOS,O.MARCAS,Part. de Vtas Valor - CATEGORIA,16.5%,16.2%
T. COSTA RICA TRADICIONALES,PASTELITOS,POZUELO,Part. de Vtas Valor - CATEGORIA,6.0%,5.4%
T. COSTA RICA TRADICIONALES,PASTELITOS,PASTELITOS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. COSTA RICA TRADICIONALES,PASTELITOS,BIMBO,Part. de Vtas (MULTI) - CATEGORIA,13.6%,13.6%
T. COSTA RICA TRADICIONALES,PASTELITOS,MARINELA-MARISELA,Part. de Vtas (MULTI) - CATEGORIA,36.8%,38.7%
T. COSTA RICA TRADICIONALES,PASTELITOS,MERENDINA,Part. de Vtas (MULTI) - CATEGORIA,8.7%,7.1%
T. COSTA RICA TRADICIONALES,PASTELITOS,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,18.7%,19.7%
T. COSTA RICA TRADICIONALES,PASTELITOS,POZUELO,Part. de Vtas (MULTI) - CATEGORIA,7.0%,6.1%
T. COSTA RICA TRADICIONALES,PASTELITOS,PASTELITOS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. COSTA RICA TRADICIONALES,PASTELITOS,BIMBO,Part. de Vtas Unds - CATEGORIA,16.3%,17.1%
T. COSTA RICA TRADICIONALES,PASTELITOS,MARINELA-MARISELA,Part. de Vtas Unds - CATEGORIA,40.0%,43.9%
T. COSTA RICA TRADICIONALES,PASTELITOS,MERENDINA,Part. de Vtas Unds - CATEGORIA,21.7%,18.4%
T. COSTA RICA TRADICIONALES,PASTELITOS,O.MARCAS,Part. de Vtas Unds - CATEGORIA,13.9%,12.7%
T. COSTA RICA TRADICIONALES,PASTELITOS,POZUELO,Part. de Vtas Unds - CATEGORIA,2.3%,2.1%
T. PANAMA,PASTELITOS,PASTELITOS,Vtas Valor,"$2,736,924","$2,775,134"
T. PANAMA,PASTELITOS,BIMBO,Vtas Valor,"$887,524","$634,636"
T. PANAMA,PASTELITOS,MARINELA-MARISELA,Vtas Valor,"$702,653","$752,242"
T. PANAMA,PASTELITOS,MERENDINA,Vtas Valor,"$89,335","$90,212"
T. PANAMA,PASTELITOS,O.MARCAS,Vtas Valor,"$651,797","$876,471"
T. PANAMA,PASTELITOS,RIMITH,Vtas Valor,"$211,647","$253,095"
T. PANAMA,PASTELITOS,PASTELITOS,Vtas (MULTI),"256,103","252,241"
T. PANAMA,PASTELITOS,BIMBO,Vtas (MULTI),"69,948","48,970"
T. PANAMA,PASTELITOS,MARINELA-MARISELA,Vtas (MULTI),"60,028","62,269"
T. PANAMA,PASTELITOS,MERENDINA,Vtas (MULTI),"7,713","7,723"
T. PANAMA,PASTELITOS,O.MARCAS,Vtas (MULTI),"79,208","92,195"
T. PANAMA,PASTELITOS,RIMITH,Vtas (MULTI),"20,167","23,248"
T. PANAMA,PASTELITOS,PASTELITOS,Vtas Unds,"3,263,357","3,142,189"
T. PANAMA,PASTELITOS,BIMBO,Vtas Unds,"784,146","567,171"
T. PANAMA,PASTELITOS,MARINELA-MARISELA,Vtas Unds,"670,835","681,871"
T. PANAMA,PASTELITOS,MERENDINA,Vtas Unds,"69,326","86,689"
T. PANAMA,PASTELITOS,O.MARCAS,Vtas Unds,"1,445,737","1,498,144"
T. PANAMA,PASTELITOS,RIMITH,Vtas Unds,"135,774","190,495"
T. PANAMA,PASTELITOS,PASTELITOS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. PANAMA,PASTELITOS,BIMBO,Part. de Vtas Valor - CATEGORIA,32.4%,22.9%
T. PANAMA,PASTELITOS,MARINELA-MARISELA,Part. de Vtas Valor - CATEGORIA,25.7%,27.1%
T. PANAMA,PASTELITOS,MERENDINA,Part. de Vtas Valor - CATEGORIA,3.3%,3.3%
T. PANAMA,PASTELITOS,O.MARCAS,Part. de Vtas Valor - CATEGORIA,23.8%,31.6%
T. PANAMA,PASTELITOS,RIMITH,Part. de Vtas Valor - CATEGORIA,7.7%,9.1%
T. PANAMA,PASTELITOS,PASTELITOS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. PANAMA,PASTELITOS,BIMBO,Part. de Vtas (MULTI) - CATEGORIA,27.3%,19.4%
T. PANAMA,PASTELITOS,MARINELA-MARISELA,Part. de Vtas (MULTI) - CATEGORIA,23.4%,24.7%
T. PANAMA,PASTELITOS,MERENDINA,Part. de Vtas (MULTI) - CATEGORIA,3.0%,3.1%
T. PANAMA,PASTELITOS,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,30.9%,36.6%
T. PANAMA,PASTELITOS,RIMITH,Part. de Vtas (MULTI) - CATEGORIA,7.9%,9.2%
T. PANAMA,PASTELITOS,PASTELITOS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. PANAMA,PASTELITOS,BIMBO,Part. de Vtas Unds - CATEGORIA,24.0%,18.1%
T. PANAMA,PASTELITOS,MARINELA-MARISELA,Part. de Vtas Unds - CATEGORIA,20.6%,21.7%
T. PANAMA,PASTELITOS,MERENDINA,Part. de Vtas Unds - CATEGORIA,2.1%,2.8%
T. PANAMA,PASTELITOS,O.MARCAS,Part. de Vtas Unds - CATEGORIA,44.3%,47.7%
T. PANAMA,PASTELITOS,RIMITH,Part. de Vtas Unds - CATEGORIA,4.2%,6.1%
T. PANAMA AUTOSERVICIOS,PASTELITOS,PASTELITOS,Vtas Valor,"$2,249,933","$2,294,290"
T. PANAMA AUTOSERVICIOS,PASTELITOS,BIMBO,Vtas Valor,"$811,725","$583,658"
T. PANAMA AUTOSERVICIOS,PASTELITOS,MARINELA-MARISELA,Vtas Valor,"$614,857","$616,510"
T. PANAMA AUTOSERVICIOS,PASTELITOS,MERENDINA,Vtas Valor,"$86,543","$89,224"
T. PANAMA AUTOSERVICIOS,PASTELITOS,O.MARCAS,Vtas Valor,"$336,342","$596,697"
T. PANAMA AUTOSERVICIOS,PASTELITOS,RIMITH,Vtas Valor,"$211,647","$253,095"
T. PANAMA AUTOSERVICIOS,PASTELITOS,PASTELITOS,Vtas (MULTI),"197,795","198,492"
T. PANAMA AUTOSERVICIOS,PASTELITOS,BIMBO,Vtas (MULTI),"64,105","45,034"
T. PANAMA AUTOSERVICIOS,PASTELITOS,MARINELA-MARISELA,Vtas (MULTI),"51,988","51,126"
T. PANAMA AUTOSERVICIOS,PASTELITOS,MERENDINA,Vtas (MULTI),"7,534","7,658"
T. PANAMA AUTOSERVICIOS,PASTELITOS,O.MARCAS,Vtas (MULTI),"35,420","54,861"
T. PANAMA AUTOSERVICIOS,PASTELITOS,RIMITH,Vtas (MULTI),"20,167","23,248"
T. PANAMA AUTOSERVICIOS,PASTELITOS,PASTELITOS,Vtas Unds,"2,211,013","2,189,344"
T. PANAMA AUTOSERVICIOS,PASTELITOS,BIMBO,Vtas Unds,"712,075","517,562"
T. PANAMA AUTOSERVICIOS,PASTELITOS,MARINELA-MARISELA,Vtas Unds,"587,214","555,743"
T. PANAMA AUTOSERVICIOS,PASTELITOS,MERENDINA,Vtas Unds,"60,356","83,409"
T. PANAMA AUTOSERVICIOS,PASTELITOS,O.MARCAS,Vtas Unds,"564,050","740,946"
T. PANAMA AUTOSERVICIOS,PASTELITOS,RIMITH,Vtas Unds,"135,774","190,495"
T. PANAMA AUTOSERVICIOS,PASTELITOS,PASTELITOS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. PANAMA AUTOSERVICIOS,PASTELITOS,BIMBO,Part. de Vtas Valor - CATEGORIA,36.1%,25.4%
T. PANAMA AUTOSERVICIOS,PASTELITOS,MARINELA-MARISELA,Part. de Vtas Valor - CATEGORIA,27.3%,26.9%
T. PANAMA AUTOSERVICIOS,PASTELITOS,MERENDINA,Part. de Vtas Valor - CATEGORIA,3.8%,3.9%
T. PANAMA AUTOSERVICIOS,PASTELITOS,O.MARCAS,Part. de Vtas Valor - CATEGORIA,14.9%,26.0%
T. PANAMA AUTOSERVICIOS,PASTELITOS,RIMITH,Part. de Vtas Valor - CATEGORIA,9.4%,11.0%
T. PANAMA AUTOSERVICIOS,PASTELITOS,PASTELITOS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. PANAMA AUTOSERVICIOS,PASTELITOS,BIMBO,Part. de Vtas (MULTI) - CATEGORIA,32.4%,22.7%
T. PANAMA AUTOSERVICIOS,PASTELITOS,MARINELA-MARISELA,Part. de Vtas (MULTI) - CATEGORIA,26.3%,25.8%
T. PANAMA AUTOSERVICIOS,PASTELITOS,MERENDINA,Part. de Vtas (MULTI) - CATEGORIA,3.8%,3.9%
T. PANAMA AUTOSERVICIOS,PASTELITOS,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,17.9%,27.6%
T. PANAMA AUTOSERVICIOS,PASTELITOS,RIMITH,Part. de Vtas (MULTI) - CATEGORIA,10.2%,11.7%
T. PANAMA AUTOSERVICIOS,PASTELITOS,PASTELITOS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. PANAMA AUTOSERVICIOS,PASTELITOS,BIMBO,Part. de Vtas Unds - CATEGORIA,32.2%,23.6%
T. PANAMA AUTOSERVICIOS,PASTELITOS,MARINELA-MARISELA,Part. de Vtas Unds - CATEGORIA,26.6%,25.4%
T. PANAMA AUTOSERVICIOS,PASTELITOS,MERENDINA,Part. de Vtas Unds - CATEGORIA,2.7%,3.8%
T. PANAMA AUTOSERVICIOS,PASTELITOS,O.MARCAS,Part. de Vtas Unds - CATEGORIA,25.5%,33.8%
T. PANAMA AUTOSERVICIOS,PASTELITOS,RIMITH,Part. de Vtas Unds - CATEGORIA,6.1%,8.7%
T. PANAMA TRADIC.,PASTELITOS,PASTELITOS,Vtas Valor,"$486,991","$480,844"
T. PANAMA TRADIC.,PASTELITOS,BIMBO,Vtas Valor,"$75,799","$50,978"
T. PANAMA TRADIC.,PASTELITOS,MARINELA-MARISELA,Vtas Valor,"$87,796","$135,732"
T. PANAMA TRADIC.,PASTELITOS,MERENDINA,Vtas Valor,"$2,792",$987
T. PANAMA TRADIC.,PASTELITOS,O.MARCAS,Vtas Valor,"$315,455","$279,775"
T. PANAMA TRADIC.,PASTELITOS,TASTY CHOICE,Vtas Valor,$39,"$11,842"
T. PANAMA TRADIC.,PASTELITOS,PASTELITOS,Vtas (MULTI),"58,308","53,748"
T. PANAMA TRADIC.,PASTELITOS,BIMBO,Vtas (MULTI),"5,843","3,935"
T. PANAMA TRADIC.,PASTELITOS,MARINELA-MARISELA,Vtas (MULTI),"8,041","11,143"
T. PANAMA TRADIC.,PASTELITOS,MERENDINA,Vtas (MULTI),179,66
T. PANAMA TRADIC.,PASTELITOS,O.MARCAS,Vtas (MULTI),"43,788","37,334"
T. PANAMA TRADIC.,PASTELITOS,TASTY CHOICE,Vtas (MULTI),4,"1,166"
T. PANAMA TRADIC.,PASTELITOS,PASTELITOS,Vtas Unds,"1,052,344","952,845"
T. PANAMA TRADIC.,PASTELITOS,BIMBO,Vtas Unds,"72,070","49,609"
T. PANAMA TRADIC.,PASTELITOS,MARINELA-MARISELA,Vtas Unds,"83,621","126,128"
T. PANAMA TRADIC.,PASTELITOS,MERENDINA,Vtas Unds,"8,970","3,280"
T. PANAMA TRADIC.,PASTELITOS,O.MARCAS,Vtas Unds,"881,687","757,199"
T. PANAMA TRADIC.,PASTELITOS,TASTY CHOICE,Vtas Unds,48,"14,580"
T. PANAMA TRADIC.,PASTELITOS,PASTELITOS,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. PANAMA TRADIC.,PASTELITOS,BIMBO,Part. de Vtas Valor - CATEGORIA,15.6%,10.6%
T. PANAMA TRADIC.,PASTELITOS,MARINELA-MARISELA,Part. de Vtas Valor - CATEGORIA,18.0%,28.2%
T. PANAMA TRADIC.,PASTELITOS,MERENDINA,Part. de Vtas Valor - CATEGORIA,0.6%,0.2%
T. PANAMA TRADIC.,PASTELITOS,O.MARCAS,Part. de Vtas Valor - CATEGORIA,64.8%,58.2%
T. PANAMA TRADIC.,PASTELITOS,TASTY CHOICE,Part. de Vtas Valor - CATEGORIA,0.0%,2.5%
T. PANAMA TRADIC.,PASTELITOS,PASTELITOS,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. PANAMA TRADIC.,PASTELITOS,BIMBO,Part. de Vtas (MULTI) - CATEGORIA,10.0%,7.3%
T. PANAMA TRADIC.,PASTELITOS,MARINELA-MARISELA,Part. de Vtas (MULTI) - CATEGORIA,13.8%,20.7%
T. PANAMA TRADIC.,PASTELITOS,MERENDINA,Part. de Vtas (MULTI) - CATEGORIA,0.3%,0.1%
T. PANAMA TRADIC.,PASTELITOS,O.MARCAS,Part. de Vtas (MULTI) - CATEGORIA,75.1%,69.5%
T. PANAMA TRADIC.,PASTELITOS,TASTY CHOICE,Part. de Vtas (MULTI) - CATEGORIA,0.0%,2.2%
T. PANAMA TRADIC.,PASTELITOS,PASTELITOS,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. PANAMA TRADIC.,PASTELITOS,BIMBO,Part. de Vtas Unds - CATEGORIA,6.8%,5.2%
T. PANAMA TRADIC.,PASTELITOS,MARINELA-MARISELA,Part. de Vtas Unds - CATEGORIA,7.9%,13.2%
T. PANAMA TRADIC.,PASTELITOS,MERENDINA,Part. de Vtas Unds - CATEGORIA,0.9%,0.3%
T. PANAMA TRADIC.,PASTELITOS,O.MARCAS,Part. de Vtas Unds - CATEGORIA,83.8%,79.5%
T. PANAMA TRADIC.,PASTELITOS,TASTY CHOICE,Part. de Vtas Unds - CATEGORIA,0.0%,1.5%
T. CAM,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Valor,"$80,348,513","$86,204,796"
T. CAM,CONCENTRADOS EN POLVO,CLIGHT,Vtas Valor,"$5,725,025","$6,532,320"
T. CAM,CONCENTRADOS EN POLVO,TANG,Vtas Valor,"$27,728,505","$29,563,532"
T. CAM,CONCENTRADOS EN POLVO,YA,Vtas Valor,"$9,453,319","$9,152,228"
T. CAM,CONCENTRADOS EN POLVO,YUS TOKI,Vtas Valor,"$5,141,782","$5,568,187"
T. CAM,CONCENTRADOS EN POLVO,ZUKO,Vtas Valor,"$14,450,541","$16,147,049"
T. CAM,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas (MULTI),"513,372,038","500,244,397"
T. CAM,CONCENTRADOS EN POLVO,CLIGHT,Vtas (MULTI),"17,060,831","18,032,883"
T. CAM,CONCENTRADOS EN POLVO,TANG,Vtas (MULTI),"196,674,487","187,362,052"
T. CAM,CONCENTRADOS EN POLVO,YA,Vtas (MULTI),"88,026,341","80,716,979"
T. CAM,CONCENTRADOS EN POLVO,YUS TOKI,Vtas (MULTI),"35,710,450","30,387,137"
T. CAM,CONCENTRADOS EN POLVO,ZUKO,Vtas (MULTI),"53,214,120","59,404,941"
T. CAM,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Unds,"270,031,241","269,175,284"
T. CAM,CONCENTRADOS EN POLVO,CLIGHT,Vtas Unds,"8,200,138","9,021,053"
T. CAM,CONCENTRADOS EN POLVO,TANG,Vtas Unds,"95,606,244","93,775,872"
T. CAM,CONCENTRADOS EN POLVO,YA,Vtas Unds,"42,864,360","39,565,067"
T. CAM,CONCENTRADOS EN POLVO,YUS TOKI,Vtas Unds,"18,369,476","18,252,846"
T. CAM,CONCENTRADOS EN POLVO,ZUKO,Vtas Unds,"51,278,035","54,128,877"
T. CAM,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. CAM,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas Valor - CATEGORIA,7.1%,7.6%
T. CAM,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Valor - CATEGORIA,34.5%,34.3%
T. CAM,CONCENTRADOS EN POLVO,YA,Part. de Vtas Valor - CATEGORIA,11.8%,10.6%
T. CAM,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas Valor - CATEGORIA,6.4%,6.5%
T. CAM,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas Valor - CATEGORIA,18.0%,18.7%
T. CAM,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. CAM,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas (MULTI) - CATEGORIA,3.3%,3.6%
T. CAM,CONCENTRADOS EN POLVO,TANG,Part. de Vtas (MULTI) - CATEGORIA,38.3%,37.5%
T. CAM,CONCENTRADOS EN POLVO,YA,Part. de Vtas (MULTI) - CATEGORIA,17.1%,16.1%
T. CAM,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas (MULTI) - CATEGORIA,7.0%,6.1%
T. CAM,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas (MULTI) - CATEGORIA,10.4%,11.9%
T. CAM,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. CAM,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas Unds - CATEGORIA,3.0%,3.4%
T. CAM,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Unds - CATEGORIA,35.4%,34.8%
T. CAM,CONCENTRADOS EN POLVO,YA,Part. de Vtas Unds - CATEGORIA,15.9%,14.7%
T. CAM,CONCENTRADOS EN POLVO,YUS TOKI,Part. de Vtas Unds - CATEGORIA,6.8%,6.8%
T. CAM,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas Unds - CATEGORIA,19.0%,20.1%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Valor,"$50,230,889","$54,004,019"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CLIGHT,Vtas Valor,"$5,670,858","$6,459,207"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,LIOTE,Vtas Valor,"$3,159,854","$3,200,592"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,TANG,Vtas Valor,"$16,581,446","$17,244,099"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,YA,Vtas Valor,"$3,113,800","$3,067,691"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,ZUKO,Vtas Valor,"$9,651,365","$10,629,448"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas (MULTI),"267,789,692","260,591,739"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CLIGHT,Vtas (MULTI),"16,902,845","17,853,729"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,LIOTE,Vtas (MULTI),"6,124,290","5,855,873"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,TANG,Vtas (MULTI),"112,079,335","102,552,158"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,YA,Vtas (MULTI),"26,910,893","25,885,617"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,ZUKO,Vtas (MULTI),"34,333,655","38,994,653"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Unds,"138,667,940","139,267,663"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CLIGHT,Vtas Unds,"8,121,145","8,928,444"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,LIOTE,Vtas Unds,"1,795,158","1,590,043"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,TANG,Vtas Unds,"53,263,770","51,323,968"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,YA,Vtas Unds,"12,306,636","12,149,386"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,ZUKO,Vtas Unds,"32,430,187","33,890,631"
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Valor - CATEGORIA,100.0%,100.0%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas Valor - CATEGORIA,11.3%,12.0%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,LIOTE,Part. de Vtas Valor - CATEGORIA,6.3%,5.9%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Valor - CATEGORIA,33.0%,31.9%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,YA,Part. de Vtas Valor - CATEGORIA,6.2%,5.7%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas Valor - CATEGORIA,19.2%,19.7%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas (MULTI) - CATEGORIA,100.0%,100.0%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas (MULTI) - CATEGORIA,6.3%,6.9%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,LIOTE,Part. de Vtas (MULTI) - CATEGORIA,2.3%,2.2%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,TANG,Part. de Vtas (MULTI) - CATEGORIA,41.9%,39.4%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,YA,Part. de Vtas (MULTI) - CATEGORIA,10.0%,9.9%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas (MULTI) - CATEGORIA,12.8%,15.0%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Part. de Vtas Unds - CATEGORIA,100.0%,100.0%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,CLIGHT,Part. de Vtas Unds - CATEGORIA,5.9%,6.4%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,LIOTE,Part. de Vtas Unds - CATEGORIA,1.3%,1.1%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,TANG,Part. de Vtas Unds - CATEGORIA,38.4%,36.9%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,YA,Part. de Vtas Unds - CATEGORIA,8.9%,8.7%
T. CAM AUTOSERVICIOS.,CONCENTRADOS EN POLVO,ZUKO,Part. de Vtas Unds - CATEGORIA,23.4%,24.3%
T. CAM TRADIC.,CONCENTRADOS EN POLVO,CONCENTRADOS EN POLVO,Vtas Valor,"$30,117,623","$32,200,777"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TANG,Vtas Valor,"$11,147,059","$12,319,433"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,TROPI KUHL,Vtas Valor,"$700,147","$785,818"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YA,Vtas Valor,"$6,339,520","$6,084,537"
T. CAM TRADIC.,CONCENTRADOS EN POLVO,YUS TOKI,Vtas Valor,"$3,074,143","$3,490,621"
